# TDC UART 扫描数据
# 生成时间: 2026-03-25 09:06:59
# Index, Type, ID, Fine, Flag, Coarse, Raw_Hex
0,UP,0,3457,1,117,0x006C0C75
1,DOWN,0,3497,0,139,0x406D488B
2,UP,1,3422,1,117,0x016AF475
3,DOWN,1,3482,0,139,0x416CD08B
4,UP,2,3422,1,117,0x026AF475
5,DOWN,2,3467,0,139,0x426C588B
6,UP,3,3422,1,117,0x036AF475
7,DOWN,3,3452,0,139,0x436BE08B
8,UP,4,3374,1,117,0x04697475
9,DOWN,4,3424,0,139,0x446B008B
10,UP,5,3374,1,117,0x05697475
11,DOWN,5,3424,0,139,0x456B008B
12,UP,6,3357,1,117,0x0668EC75
13,DOWN,6,3416,0,139,0x466AC08B
14,UP,7,3340,1,117,0x07686475
15,DOWN,7,3385,0,139,0x4769C88B
16,UP,8,3318,1,117,0x0867B475
17,DOWN,8,3350,0,139,0x4868B08B
18,UP,9,3303,1,117,0x09673C75
19,DOWN,9,3350,0,139,0x4968B08B
20,UP,10,3291,1,117,0x0A66DC75
21,DOWN,10,3324,0,139,0x4A67E08B
22,UP,11,3261,1,117,0x0B65EC75
23,DOWN,11,3289,0,139,0x4B66C88B
24,UP,12,3239,1,117,0x0C653C75
25,DOWN,12,3289,0,139,0x4C66C88B
26,UP,13,3239,1,117,0x0D653C75
27,DOWN,13,3265,0,139,0x4D66088B
28,UP,14,3200,1,117,0x0E640475
29,DOWN,14,3246,0,139,0x4E65708B
30,UP,15,3185,1,117,0x0F638C75
31,DOWN,15,3232,0,139,0x4F65008B
32,UP,16,3185,1,117,0x10638C75
33,DOWN,16,3223,0,139,0x5064B88B
34,UP,17,3151,1,117,0x11627C75
35,DOWN,17,3199,0,139,0x5163F88B
36,UP,18,3140,1,117,0x12622475
37,DOWN,18,3168,0,139,0x5263008B
38,UP,19,3125,1,117,0x1361AC75
39,DOWN,19,3154,0,139,0x5362908B
40,UP,20,3116,1,117,0x14616475
41,DOWN,20,3137,0,139,0x5462088B
42,UP,21,3068,1,117,0x155FE475
43,DOWN,21,3122,0,139,0x5561908B
44,UP,22,3068,1,117,0x165FE475
45,DOWN,22,3099,0,139,0x5660D88B
46,UP,23,3068,1,117,0x175FE475
47,DOWN,23,3099,0,139,0x5760D88B
48,UP,24,3031,1,117,0x185EBC75
49,DOWN,24,3071,0,139,0x585FF88B
50,UP,25,3017,1,117,0x195E4C75
51,DOWN,25,3071,0,139,0x595FF88B
52,UP,26,3001,1,116,0x1A5DCC74
53,DOWN,26,3037,0,139,0x5A5EE88B
54,UP,27,3001,1,116,0x1B5DCC74
55,DOWN,27,3037,0,139,0x5B5EE88B
56,UP,28,2955,1,116,0x1C5C5C74
57,DOWN,28,2999,0,138,0x5C5DB88A
58,UP,29,2943,1,116,0x1D5BFC74
59,DOWN,29,2973,0,138,0x5D5CE88A
60,UP,30,2943,1,116,0x1E5BFC74
61,DOWN,30,2973,0,138,0x5E5CE88A
62,UP,31,2915,1,116,0x1F5B1C74
63,DOWN,31,2973,0,138,0x5F5CE88A
64,UP,32,2896,1,116,0x205A8474
65,DOWN,32,2945,0,138,0x605C088A
66,UP,33,2884,1,116,0x215A2474
67,DOWN,33,2917,0,138,0x615B288A
68,UP,34,2873,1,116,0x2259CC74
69,DOWN,34,2912,0,138,0x625B008A
70,UP,35,2845,1,116,0x2358EC74
71,DOWN,35,2868,0,138,0x6359A08A
72,UP,36,2811,1,116,0x2457DC74
73,DOWN,36,2868,0,138,0x6459A08A
74,UP,37,2831,1,116,0x25587C74
75,DOWN,37,2868,0,138,0x6559A08A
76,UP,38,2811,1,116,0x2657DC74
77,DOWN,38,2868,0,138,0x6659A08A
78,UP,39,2790,1,116,0x27573474
79,DOWN,39,2835,0,138,0x6758988A
80,UP,40,2790,1,116,0x28573474
81,DOWN,40,2835,0,138,0x6858988A
82,UP,41,2777,1,116,0x2956CC74
83,DOWN,41,2813,0,138,0x6957E88A
84,UP,42,2749,1,116,0x2A55EC74
85,DOWN,42,2789,0,138,0x6A57288A
86,UP,43,2733,1,116,0x2B556C74
87,DOWN,43,2770,0,138,0x6B56908A
88,UP,44,2733,1,116,0x2C556C74
89,DOWN,44,2770,0,138,0x6C56908A
90,UP,45,2699,1,116,0x2D545C74
91,DOWN,45,2753,0,138,0x6D56088A
92,UP,46,2680,1,116,0x2E53C474
93,DOWN,46,2729,0,138,0x6E55488A
94,UP,47,2680,1,116,0x2F53C474
95,DOWN,47,2729,0,138,0x6F55488A
96,UP,48,2660,1,116,0x30532474
97,DOWN,48,2708,0,138,0x7054A08A
98,UP,49,2633,1,116,0x31524C74
99,DOWN,49,2667,0,138,0x7153588A
100,UP,50,2604,1,116,0x32516474
101,DOWN,50,2649,0,138,0x7252C88A
102,UP,51,2604,1,116,0x33516474
103,DOWN,51,2649,0,138,0x7352C88A
104,UP,52,2583,1,116,0x3450BC74
105,DOWN,52,2623,0,138,0x7451F88A
106,UP,53,2557,1,116,0x354FEC74
107,DOWN,53,2591,0,138,0x7550F88A
108,UP,54,2557,1,116,0x364FEC74
109,DOWN,54,2591,0,138,0x7650F88A
110,UP,55,2540,1,116,0x374F6474
111,DOWN,55,2591,0,138,0x7750F88A
112,UP,56,2490,1,116,0x384DD474
113,DOWN,56,2555,0,138,0x784FD88A
114,UP,57,2454,1,116,0x394CB474
115,DOWN,57,2516,0,138,0x794EA08A
116,UP,58,2454,1,116,0x3A4CB474
117,DOWN,58,2516,0,138,0x7A4EA08A
118,UP,59,2454,1,116,0x3B4CB474
119,DOWN,59,2497,0,138,0x7B4E088A
120,UP,60,2454,1,116,0x3C4CB474
121,DOWN,60,2479,0,138,0x7C4D788A
122,UP,61,2411,1,116,0x3D4B5C74
123,DOWN,61,2471,0,138,0x7D4D388A
124,UP,62,2411,1,116,0x3E4B5C74
125,DOWN,62,2457,0,138,0x7E4CC88A
126,UP,63,2383,1,116,0x3F4A7C74
127,DOWN,63,2440,0,138,0x7F4C408A
128,UP,0,2374,1,116,0x004A3474
129,DOWN,0,2406,0,138,0x404B308A
130,UP,1,2374,1,116,0x014A3474
131,DOWN,1,2387,0,138,0x414A988A
132,UP,2,2343,1,116,0x02493C74
133,DOWN,2,2387,0,138,0x424A988A
134,UP,3,2323,1,116,0x03489C74
135,DOWN,3,2355,0,138,0x4349988A
136,UP,4,2311,1,116,0x04483C74
137,DOWN,4,2330,0,138,0x4448D08A
138,UP,5,2286,1,116,0x05477474
139,DOWN,5,2316,0,138,0x4548608A
140,UP,6,2269,1,116,0x0646EC74
141,DOWN,6,2294,0,138,0x4647B08A
142,UP,7,2223,1,116,0x07457C74
143,DOWN,7,2274,0,138,0x4747108A
144,UP,8,2223,1,116,0x08457C74
145,DOWN,8,2266,0,138,0x4846D08A
146,UP,9,2190,1,116,0x09447474
147,DOWN,9,2250,0,138,0x4946508A
148,UP,10,2200,1,116,0x0A44C474
149,DOWN,10,2217,0,138,0x4A45488A
150,UP,11,2163,1,116,0x0B439C74
151,DOWN,11,2217,0,138,0x4B45488A
152,UP,12,2163,1,116,0x0C439C74
153,DOWN,12,2188,0,138,0x4C44608A
154,UP,13,2118,1,116,0x0D423474
155,DOWN,13,2167,0,138,0x4D43B88A
